date	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47
1988-01-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1988-01-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1988-01-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1988-01-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1988-01-17	2.865511157	3.258956635	2.916950685	2.805	3.097400034	2.952595856	3.167294294	3.12417112	3.012228727	2.482860522	2.929141651	3.124	2.471605065	3.124247983	3.124	3.124	2.752832525	2.402916877	2.039551988	1.884320605	2.146572433	1.815	2.215582578	2.533387379	2.47340902	2.140855094	2.056780238	1.815	1.815	1.815	2.125795694	1.990708329	2.190584115	1.837	2.002975764	2.19867245	1.895635832	2.288307143	1.837	1.837	2.05383532	2.159702852	2.010782013	1.837	2.190551726	2.2	0
1988-01-18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1988-01-19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1988-01-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1988-01-21	13.19680706	14.03858847	12.80918662	13.145	13.60733874	12.92386285	13.38780963	13.65040108	13.16796984	12.41843158	13.28360268	13.651	11.13441266	13.65013206	13.651	13.651	12.8070727	11.63968963	11.81236049	9.236314157	11.73893605	8.855	12.05867659	11.03414043	11.4648481	10.55792702	10.8458605	8.855	8.855	8.855	10.86300166	9.353210843	10.31900744	9.68	8.989268403	9.16205086	9.878608985	10.49561532	9.68	9.68	10.07187111	9.421712239	9.994063879	9.68	9.358108332	9.13	0
1988-01-22	11.64711267	12.43544231	11.32808232	11.594	12.08694205	11.45491219	11.95148652	12.13262924	11.68846392	10.78831329	11.72147994	12.133	10.45212306	12.1324627	12.133	12.133	11.29062782	10.10606124	9.974225483	9.450156472	10.0146352	9.405	10.28550264	9.669682151	9.999776524	9.120115589	9.098639119	9.405	9.405	9.405	9.328884544	9.026876971	8.738310162	7.865	8.787365347	8.161999407	8.129560166	8.979674269	7.865	7.865	8.400557144	8.286115399	8.294220635	7.865	8.296571399	8.14	0
